distance_m,approach_rate_mps,pitch,roll,accel_magnitude,gyro_magnitude,tilt_magnitude,visibility_m,humidity_percent,label
6.81,8.77,-2.43,6.6,3.8662,0.5887,7.0335,2.9,86.7,3
61.71,0.31,2.32,-0.16,0.3646,0.1257,2.3261,18.0,59.1,0
13.89,8.09,0.39,6.43,1.2764,0.6887,6.4452,9.6,86.5,2
13.2,3.99,-7.35,2.57,0.8477,0.3065,7.7869,7.2,69.9,1
55.63,-0.51,1.67,1.06,0.3766,0.1532,1.9769,23.2,60.1,0
43.14,1.13,1.12,-2.75,0.1488,0.0674,2.9699,19.2,50.7,0
22.4,0.73,1.7,-1.54,0.2081,0.3996,2.288,17.7,62.9,1
32.02,2.07,-28.01,-17.35,1.8516,1.5397,32.9447,12.1,84.8,3
14.03,2.23,7.55,3.7,0.9482,0.7849,8.4055,8.4,90.1,2
15.07,6.63,0.11,11.98,1.0149,1.3231,11.9837,9.8,84.4,2
15.71,2.44,15.16,6.79,0.5563,1.0834,16.6138,6.8,91.5,2
24.45,1.7,0.61,0.97,0.4635,0.4303,1.1441,7.7,56.4,1
20.13,1.14,-1.12,-2.09,0.5692,0.4639,2.3748,6.4,72.4,1
18.6,4.59,-7.12,10.06,3.4914,2.024,12.3258,4.5,89.5,1
5.62,11.5,4.68,-2.71,0.3993,0.5933,5.4109,6.4,78.9,2
24.14,3.43,-6.72,0.47,0.7672,0.1576,6.739,16.8,69.3,1
18.87,0.93,0.08,-7.59,0.8078,0.1964,7.5885,15.0,62.3,1
47.51,0.66,-0.57,0.56,0.2445,0.19,0.7999,18.4,50.2,0
11.47,0.39,-19.28,-13.23,1.9879,1.5213,23.3883,12.1,74.0,2
5.35,5.57,11.84,-2.16,1.9262,1.6214,12.0393,3.7,95.3,3
14.44,1.87,-1.37,2.14,1.0443,0.1736,2.5366,14.1,63.4,1
34.45,1.28,1.73,1.74,0.4281,0.1508,2.4543,16.6,45.5,0
25.04,0.04,18.95,11.47,2.2125,1.0479,22.1449,6.0,64.1,2
10.52,2.19,-8.04,-2.94,0.916,0.4065,8.5562,15.6,58.5,1
4.76,8.43,1.99,0.95,0.6507,0.9177,2.2028,2.8,94.1,3
9.63,4.57,-15.27,-14.01,4.493,2.6999,20.7229,2.1,83.1,2
9.45,7.99,6.45,-0.87,1.0493,0.5351,6.5111,6.7,78.3,2
21.71,1.87,-5.06,-6.36,0.6919,0.555,8.1273,8.0,59.5,1
21.58,1.51,1.1,6.3,0.8756,0.6928,6.3948,12.0,72.4,1
25.54,2.6,17.47,-18.01,1.7467,1.3503,25.0908,4.5,64.9,3
26.36,2.7,2.42,1.77,0.3698,0.5898,2.9989,9.6,67.6,1
43.68,-0.45,0.73,0.72,0.5141,0.1281,1.0272,21.1,37.0,0
6.24,5.51,7.21,-10.7,0.9485,1.3775,12.9063,1.9,97.4,3
18.14,2.47,-5.92,-0.25,0.4214,0.3866,5.9244,14.2,81.9,1
33.21,4.73,16.71,-11.74,2.7064,1.8365,20.4258,3.4,93.5,2
15.39,6.04,-9.28,0.52,1.5869,1.1412,9.2951,9.9,83.5,2
35.0,0.6,2.24,-1.81,0.5883,0.1035,2.8755,24.1,35.2,0
7.33,8.74,-3.91,-1.68,2.9971,0.4476,4.2593,2.0,95.8,3
14.85,3.72,0.37,-15.6,1.2174,0.853,15.6033,7.5,79.2,2
5.37,9.95,5.87,-4.43,0.5476,0.7683,7.3524,4.5,93.4,3
22.99,1.86,3.22,6.36,0.7873,0.6023,7.1283,9.0,70.8,1
17.18,3.18,4.1,1.87,0.8048,0.1465,4.5107,12.3,74.2,1
21.08,3.74,2.74,-0.69,0.5261,0.295,2.8266,11.1,56.0,1
28.08,-0.2,0.58,2.3,0.6727,0.2463,2.3753,16.6,61.9,0
47.32,-0.26,-3.13,-2.0,0.601,0.214,3.7167,18.7,35.7,0
79.15,-0.69,-1.81,-0.77,0.2931,0.1824,1.9704,24.2,37.6,0
79.07,0.45,-0.28,-0.73,0.3179,0.3062,0.7832,23.8,49.1,0
7.85,6.87,-4.89,-3.55,0.8001,0.4604,6.0401,7.8,77.3,2
9.85,5.29,-12.98,2.78,0.5081,0.5015,13.2727,7.8,77.5,2
19.69,2.69,-4.11,-7.97,1.2226,0.2854,8.97,9.3,58.3,1
13.17,4.44,-0.01,-1.55,0.7743,0.6521,1.5529,6.9,91.3,2
26.08,-0.49,1.42,2.87,0.4857,0.087,3.2072,20.7,59.4,0
50.15,-0.02,-0.6,-1.14,0.5508,0.0786,1.2916,20.8,41.4,0
16.93,3.51,-4.97,0.49,0.7213,0.3354,4.9915,13.0,63.4,1
9.16,7.8,-9.78,8.79,1.5459,1.2792,13.1542,7.6,87.3,2
28.93,0.6,3.37,-1.21,0.5132,0.2484,3.5822,19.9,45.3,0
21.48,3.52,4.07,0.18,2.3639,1.4955,4.075,6.2,79.5,1
58.0,1.15,4.78,1.82,0.1615,0.13,5.1114,22.9,57.6,0
55.13,-0.98,0.99,-0.74,0.5969,0.1296,1.2383,16.0,43.6,0
51.77,0.23,-3.46,1.23,0.7583,0.0851,3.6665,15.7,33.5,0
11.17,7.81,-0.03,-6.4,1.1311,1.3955,6.4043,5.7,89.3,2
15.89,0.74,-1.81,5.08,0.9291,0.342,5.3923,13.2,68.4,1
23.13,1.32,7.8,2.68,0.7418,0.486,8.2448,13.6,74.2,1
34.97,-0.74,0.98,-4.08,0.4921,0.3331,4.1935,23.1,60.8,0
23.75,1.64,-7.14,1.06,1.0583,1.0951,7.2173,9.0,70.9,1
10.56,0.68,-1.16,5.27,1.1196,0.206,5.3958,11.3,72.8,1
23.31,1.6,13.32,-2.1,1.2574,0.3744,13.4858,9.8,57.9,1
27.09,-0.49,1.1,-2.17,0.4384,0.1255,2.432,21.4,59.1,0
45.58,1.13,6.08,1.44,0.5884,0.2802,6.2457,22.9,31.2,0
74.09,0.43,2.03,1.23,0.469,0.1633,2.3743,24.3,36.2,0
4.47,17.12,-0.85,-3.92,2.1021,0.8391,4.0097,5.4,91.2,3
26.57,2.7,-5.17,-1.8,1.1943,0.2681,5.4757,11.3,56.0,1
16.25,3.91,4.26,-4.53,1.1948,0.5811,6.217,16.1,78.4,1
12.58,3.31,-6.07,9.68,1.8535,0.2479,11.4272,16.3,80.7,1
7.46,3.19,-11.64,6.67,0.9615,0.6995,13.4179,7.3,85.3,2
1.46,12.99,-4.15,2.52,2.0903,2.0578,4.8553,4.8,89.6,3
1.1,16.42,-7.17,-6.44,1.3311,1.5958,9.6339,4.4,95.2,3
43.36,1.45,-2.6,-0.23,0.401,0.1851,2.6137,20.2,53.2,0
15.74,5.69,2.73,-0.07,0.9992,1.5042,2.7282,4.3,88.8,2
20.88,0.87,4.81,3.07,0.6293,0.6742,5.7059,10.2,58.4,1
6.56,13.29,-0.12,2.8,0.8868,0.5167,2.7984,2.5,88.2,3
47.24,1.34,-3.79,-3.71,0.9254,0.202,5.3001,19.7,42.7,0
4.18,7.94,0.32,12.04,1.763,0.7517,12.0491,4.7,80.8,2
2.02,12.94,0.46,0.36,2.8968,1.9654,0.5864,5.0,82.6,3
15.0,1.93,5.34,-1.62,0.6543,0.3716,5.5837,17.1,56.6,1
14.36,2.54,17.12,-3.24,3.1458,2.8011,17.4198,2.6,91.6,2
6.43,4.32,4.02,1.72,1.3481,0.834,4.3747,6.3,77.9,2
6.18,7.34,2.72,-7.05,2.324,0.9585,7.5596,3.7,84.4,3
5.95,6.41,-20.82,0.84,6.9101,3.8207,20.8337,2.3,78.0,2
10.31,6.17,6.01,4.87,2.7328,0.6849,7.7354,9.9,79.9,2
24.96,-0.92,0.14,-1.66,0.3881,0.1957,1.6646,20.5,34.0,0
62.41,-0.6,0.25,-0.05,0.2545,0.0856,0.2552,15.8,31.3,0
55.32,-0.43,-0.08,-4.19,0.3903,0.183,4.1881,15.8,34.4,0
11.07,3.74,-15.7,-7.63,1.374,0.7052,17.453,7.7,78.2,2
42.95,-0.24,3.01,0.64,0.3546,0.1048,3.0783,19.5,50.8,0
9.46,8.56,-4.49,7.36,1.2812,1.4814,8.6249,7.4,79.2,2
1.61,16.22,-0.39,12.33,0.8288,2.2988,12.3333,4.3,95.1,3
18.94,2.23,-7.06,5.86,1.1481,0.5858,9.1768,14.8,76.9,1
5.02,10.76,-4.54,3.66,0.4657,0.4821,5.8314,4.5,82.3,2
23.4,2.15,-1.64,-1.71,1.5267,0.3942,2.375,12.1,61.7,1
13.66,1.32,-0.99,-5.73,0.6991,0.3713,5.8186,10.4,79.2,1
11.35,3.71,-1.18,5.45,0.9022,0.1804,5.5802,11.9,56.0,1
8.04,7.55,-4.76,-0.26,1.8555,0.7951,4.7682,5.8,85.3,2
27.87,2.7,-2.61,-3.32,1.0374,0.3659,4.2232,6.1,80.6,1
46.22,0.73,0.13,3.89,0.2858,0.2231,3.8945,22.4,59.4,0
16.53,2.03,-5.19,-0.78,1.1536,0.3276,5.2517,7.9,77.3,1
2.44,18.4,-3.72,7.94,1.3824,0.8825,8.7646,4.3,93.5,3
58.53,0.4,2.81,-2.86,0.166,0.2364,4.0083,22.4,34.1,0
7.61,5.72,-2.63,-5.35,0.3411,0.8259,5.9588,6.6,82.2,2
50.19,-0.72,2.56,-0.39,0.4605,0.0662,2.5887,21.8,64.7,0
37.47,-0.55,0.18,0.82,0.6888,0.0786,0.8373,23.3,51.2,0
74.96,-0.55,-3.05,-1.45,0.1674,0.2107,3.3776,18.3,54.3,0
11.7,6.16,1.73,-10.61,1.3907,0.5457,10.7501,6.7,85.9,2
5.27,7.15,-3.44,2.05,0.6197,1.0902,4.0001,5.2,87.1,2
13.27,2.4,-3.97,3.65,0.7666,0.8242,5.392,8.4,82.0,2
32.94,-0.59,-2.87,0.14,0.4074,0.1589,2.8735,15.3,63.6,0
74.14,-0.08,6.19,-3.46,0.6041,0.299,7.0916,15.8,41.5,0
30.54,-0.74,-2.93,1.2,0.5915,0.1056,3.1618,24.6,49.9,0
17.01,2.7,-12.21,0.58,0.8314,0.4371,12.222,11.7,80.4,1
3.15,9.48,2.37,-3.02,3.2771,1.0943,3.838,1.2,96.4,3
13.99,1.2,-5.04,-5.87,1.104,0.2196,7.7428,15.8,59.3,1
5.72,6.14,5.58,-0.6,1.0654,1.6899,5.6164,2.7,90.3,3
4.53,13.56,3.65,-0.65,1.6729,0.9417,3.7097,3.1,82.2,2
3.34,8.18,7.32,-6.03,4.1085,1.2902,9.4863,4.4,88.9,3
12.24,6.49,9.24,-2.5,2.3446,0.6364,9.5756,8.6,88.0,2
10.55,3.23,4.92,2.89,1.5033,0.4901,5.7026,3.7,82.1,2
13.74,2.2,-3.71,-1.13,1.0012,0.2906,3.8737,16.6,69.1,1
13.68,5.69,-7.4,3.36,1.4615,0.6689,8.1323,5.5,83.5,2
15.08,0.56,8.12,-4.9,0.8484,0.3865,9.4858,7.0,79.7,1
37.8,0.28,0.71,-0.95,0.121,0.0758,1.1865,23.8,43.5,0
8.66,3.14,0.54,5.16,0.4303,0.564,5.1848,5.9,72.3,2
14.23,3.77,-5.06,3.54,0.7238,0.8891,6.1698,7.5,82.1,2
8.34,6.53,9.56,0.36,1.5018,0.4754,9.5697,3.9,83.9,2
2.96,7.87,-7.03,-3.48,0.9147,0.5535,7.8452,5.9,96.3,3
60.16,0.66,0.31,2.37,0.5176,0.0508,2.3928,20.6,62.3,0
18.23,1.63,-5.27,0.79,1.2166,0.4256,5.3252,10.1,68.5,1
38.02,0.09,-1.97,3.42,0.3766,0.1242,3.9472,21.0,44.2,0
26.78,1.16,-0.12,1.52,1.1093,0.4255,1.5229,8.0,61.2,1
20.05,2.93,-23.25,-11.43,0.7421,1.3293,25.9058,13.4,52.3,3
11.67,2.22,9.32,-2.93,0.8992,0.5323,9.7706,12.8,59.1,1
12.41,3.48,-4.81,-7.15,1.1243,0.5546,8.6185,6.0,66.8,1
22.28,3.14,-3.58,1.91,0.6474,0.6923,4.0619,6.9,73.2,1
11.96,3.24,0.56,-4.12,1.2301,1.0411,4.1534,5.3,83.4,2
38.28,0.84,-3.89,0.96,0.2992,0.0936,4.0097,22.1,61.2,0
52.26,0.94,-2.77,1.45,0.2363,0.1344,3.13,24.8,50.2,0
12.94,0.53,7.41,0.88,0.1035,0.5151,7.4579,10.8,66.5,1
17.07,2.22,1.19,0.59,0.5718,0.3288,1.3308,7.5,64.7,1
13.69,1.27,6.47,-5.55,1.16,0.0983,8.5226,11.5,77.2,1
9.79,10.54,-1.07,7.87,1.4824,0.8991,7.9452,3.8,88.1,2
65.08,-0.87,-1.14,-0.04,0.6288,0.1694,1.1382,15.1,34.2,0
76.04,-0.67,2.08,-1.99,0.4564,0.2484,2.877,15.7,39.2,0
4.81,16.36,0.98,0.49,1.7399,0.6916,1.0961,5.1,85.9,3
41.23,0.14,-4.54,-3.23,0.4075,0.0535,5.5743,19.8,39.5,0
58.0,0.35,0.47,-1.06,0.3615,0.2971,1.1585,20.7,38.6,0
78.98,1.01,3.22,-0.18,0.4972,0.0865,3.2256,22.8,55.0,0
17.09,3.3,2.17,1.09,1.2168,0.5589,2.4256,7.8,77.3,1
35.14,-0.8,3.09,0.3,0.3456,0.2191,3.1047,24.5,37.0,0
34.97,0.65,19.46,15.59,3.4445,1.1943,24.9375,8.4,60.4,2
18.37,3.11,-1.75,1.52,0.3407,0.4059,2.3189,15.6,77.7,1
31.07,-1.66,21.82,4.3,3.6039,1.842,22.2418,7.5,88.9,2
59.25,0.43,1.28,-0.5,0.4573,0.1342,1.3792,16.5,41.1,0
19.91,3.83,4.53,-2.89,0.552,0.3615,5.376,13.2,67.3,1
12.78,1.88,-4.02,-2.84,1.264,0.3675,4.9223,6.6,64.0,1
46.03,-0.25,0.06,2.44,0.7437,0.2037,2.4413,17.0,48.5,0
18.93,2.5,24.34,18.68,2.6012,1.4648,30.6856,5.0,55.7,3
76.91,0.25,2.73,-1.01,0.5147,0.0584,2.9129,15.7,54.4,0
13.25,3.25,-5.83,2.3,0.8684,0.5146,6.2711,7.7,67.1,1
32.57,-0.18,0.53,4.03,0.7519,0.1346,4.0667,18.3,36.8,0
39.87,0.85,-2.8,2.66,0.3002,0.2162,3.8583,16.3,56.0,0
15.33,5.3,10.86,-0.22,1.6107,0.5765,10.8592,7.1,90.8,2
70.05,0.96,4.79,-2.67,0.4405,0.1079,5.4866,22.7,44.1,0
26.01,0.14,-1.28,-3.05,0.3626,0.1963,3.3055,23.2,42.9,0
15.75,6.95,-2.81,-0.37,2.0526,0.8793,2.8367,9.5,87.3,2
24.11,0.92,5.98,-3.3,1.0648,0.2391,6.8292,10.6,80.5,1
23.19,2.61,6.23,7.25,1.2061,0.5117,9.5549,14.9,63.7,1
5.31,6.21,-4.46,-7.71,2.9589,1.0244,8.905,2.6,93.2,3
20.0,3.7,5.31,13.8,4.8802,1.6729,14.7817,7.8,91.2,1
42.95,-0.55,-0.01,-0.29,0.4051,0.096,0.293,17.5,62.3,0
63.8,-0.45,-0.09,0.36,0.3252,0.1238,0.3719,16.4,44.1,0
10.31,2.2,5.03,-5.9,0.2674,0.3662,7.7572,16.1,62.7,1
64.77,-0.46,-2.0,0.88,0.4817,0.1318,2.1849,16.6,51.6,0
20.29,1.44,0.8,3.76,0.4761,0.418,3.8404,6.4,60.9,1
20.96,3.98,-4.03,-0.87,0.8658,0.2179,4.1258,7.3,70.2,1
43.05,1.07,1.74,0.82,0.3736,0.101,1.9269,16.8,45.1,0
14.89,4.39,0.14,-1.58,0.7916,0.8853,1.5825,7.0,79.0,2
12.04,3.43,5.81,-3.33,0.5308,0.3358,6.6967,15.4,64.7,1
4.3,7.26,6.96,-0.69,0.9259,1.1684,6.9975,3.0,83.5,3
10.19,3.88,-0.22,1.41,0.5043,0.5933,1.431,15.7,78.3,1
12.24,0.88,5.56,-0.03,0.4581,0.6197,5.5611,15.0,74.8,1
10.01,5.25,-16.12,-3.16,2.2945,0.9108,16.4247,5.7,73.0,2
7.85,9.02,6.72,1.87,0.6229,1.7261,6.9766,3.1,86.7,3
73.18,-0.81,0.43,0.18,0.1929,0.2233,0.4663,20.5,49.0,0
14.95,6.25,1.93,-1.11,2.1112,0.7195,2.2252,8.6,72.1,2
13.71,3.74,2.53,-2.69,0.359,0.4859,3.6974,11.3,71.9,1
8.87,10.11,6.58,-4.65,1.9448,0.4337,8.0535,10.0,88.1,2
51.32,-0.07,2.96,0.66,0.5423,0.1899,3.0309,22.6,54.4,0
10.03,3.48,1.82,-4.51,1.0519,0.4861,4.8675,7.9,77.9,1
47.21,0.48,0.31,1.96,0.2517,0.1077,1.9825,16.0,46.7,0
59.8,1.2,0.09,0.78,0.6574,0.3254,0.78,24.5,50.9,0
25.29,0.9,0.86,-0.78,0.4936,0.3001,1.161,8.2,60.4,1
27.37,3.02,0.03,-5.76,0.6161,1.0143,5.7582,14.2,58.3,1
10.57,1.03,-3.05,-5.1,1.1664,0.4752,5.9387,6.1,57.3,1
52.66,-0.92,4.99,-0.9,0.3807,0.2107,5.0654,24.0,62.7,0
15.37,2.56,1.19,0.55,0.7698,0.7326,1.3099,15.6,70.4,1
34.9,-0.79,2.19,2.19,0.7867,0.0917,3.1033,22.1,37.1,0
55.07,-0.58,-0.59,1.31,0.6117,0.0732,1.4425,16.6,36.4,0
58.6,-0.61,2.84,-3.18,0.1897,0.0324,4.2646,17.2,52.5,0
60.78,0.65,2.98,1.42,0.4847,0.1446,3.3028,22.4,41.1,0
2.51,8.54,2.53,4.73,1.4,0.7787,5.3649,5.6,95.0,3
7.73,4.47,-6.53,-1.5,3.7836,0.8691,6.7008,3.5,97.3,3
18.96,3.81,-14.43,-4.18,1.0618,0.5172,15.0189,8.8,80.0,1
60.96,1.41,4.27,-3.23,0.4761,0.1377,5.3553,23.4,53.2,0
13.5,1.45,3.63,1.13,0.3228,0.7606,3.8023,8.1,78.6,1
12.51,0.58,0.63,-0.73,0.5217,0.3459,0.966,7.1,66.7,1
8.89,9.49,15.64,9.5,1.2166,0.3122,18.301,6.5,82.6,2
27.3,3.25,5.96,2.3,0.8407,0.5582,6.385,6.6,55.8,1
30.07,0.1,-4.07,-0.11,0.5553,0.1971,4.0731,22.6,62.3,0
29.85,0.88,3.71,0.02,0.4389,0.0739,3.711,24.8,43.6,0
26.53,1.45,7.27,1.13,0.5798,0.1627,7.3597,12.6,61.2,1
15.03,1.13,-5.91,-3.26,0.609,0.2567,6.7479,13.4,76.1,1
24.67,2.3,-0.05,0.09,0.5304,0.5634,0.1063,7.3,78.7,1
2.52,14.49,3.83,-5.52,2.6472,0.8978,6.7194,1.0,93.5,3
56.41,-0.92,-0.45,2.25,0.4627,0.233,2.2986,23.6,62.5,0
46.62,-0.67,-3.69,0.55,0.1503,0.1369,3.7281,23.4,54.5,0
6.85,6.1,9.53,-4.71,1.0328,0.7549,10.6332,5.8,92.4,3
66.62,0.24,2.33,0.6,0.5405,0.0957,2.4043,18.3,32.3,0
23.62,3.92,2.78,-7.11,0.735,0.5317,7.6377,10.1,64.7,1
36.65,0.22,-0.31,1.36,0.508,0.2478,1.3909,18.6,51.1,0
4.75,16.45,-13.89,-2.22,1.5089,1.9248,14.0702,2.7,96.0,3
71.36,0.4,-3.24,-2.38,0.5217,0.1895,4.0162,15.6,39.4,0
20.22,3.46,4.97,-3.21,1.1178,0.4286,5.919,15.9,71.9,1
11.0,2.46,4.47,-3.18,0.5861,0.4026,5.4851,12.7,68.3,1
15.69,5.63,-7.27,-8.2,0.8045,1.3782,10.9539,3.4,80.8,2
10.17,10.45,4.18,-11.71,1.1041,0.4704,12.4357,9.4,80.3,2
15.92,0.07,-6.96,-1.51,2.7753,2.0522,7.1242,4.7,83.7,1
3.94,11.18,3.67,4.64,0.832,1.0601,5.9138,5.2,94.3,3
27.69,1.08,6.27,-2.42,1.9865,0.603,6.7233,8.1,70.0,1
5.34,5.34,9.61,13.68,1.8673,1.0612,16.7166,9.7,81.2,2
25.81,1.77,7.21,2.92,0.3645,0.1902,7.7796,16.4,80.2,1
65.78,0.44,5.17,-1.0,0.2182,0.1712,5.2692,21.2,53.6,0
22.17,3.54,2.82,0.52,0.5275,0.2835,2.866,11.3,59.1,1
38.53,0.28,-1.76,0.71,0.365,0.1606,1.8979,23.4,41.2,0
1.65,16.41,-1.66,2.91,2.128,0.9204,3.3553,4.5,85.2,3
22.77,3.59,1.42,-2.19,0.6944,0.5182,2.6037,12.3,71.8,1
1.27,9.5,4.38,2.92,2.5122,1.374,5.2691,3.3,93.2,3
12.56,5.22,5.88,1.64,1.1695,0.4061,6.1076,3.2,79.0,2
10.96,9.37,1.04,-2.9,2.2265,0.7979,3.0805,5.3,79.4,2
17.11,3.03,0.48,4.99,0.6138,0.7872,5.0095,14.5,70.7,1
33.67,1.3,1.04,-2.7,0.3088,0.1112,2.8913,19.4,39.7,0
11.23,5.08,-1.78,-1.85,1.3328,0.6023,2.5679,3.0,74.5,2
4.3,13.11,-0.63,13.31,1.8708,1.0959,13.3212,8.5,86.5,2
15.7,2.46,-24.55,10.28,1.6787,1.3402,26.6177,6.5,70.9,3
18.7,2.79,-0.69,-1.37,1.4583,0.5668,1.5313,10.7,56.3,1
43.26,0.52,0.24,1.59,0.4747,0.1623,1.61,15.5,55.0,0
55.72,0.19,-0.96,0.66,0.2849,0.0866,1.1604,20.5,39.4,0
7.63,9.54,-6.23,6.4,2.0259,0.1425,8.9351,4.4,82.3,2
18.08,1.06,-17.37,-16.68,1.9186,1.1675,24.0809,13.6,67.5,2
15.84,-0.75,9.41,-10.22,4.9204,1.2754,13.8929,7.9,84.5,1
8.18,6.8,6.49,2.88,2.4603,1.3712,7.0973,5.3,74.2,2
59.87,1.32,-4.77,3.25,0.2616,0.1393,5.7699,22.8,60.5,0
44.25,0.9,-1.54,1.46,0.6768,0.1991,2.1247,21.5,39.6,0
74.63,1.42,1.01,-1.95,0.2942,0.2452,2.1995,18.7,38.0,0
40.31,0.73,-2.88,-3.16,0.6077,0.1791,4.2718,23.7,31.3,0
11.57,8.41,5.53,-11.75,1.3704,0.6453,12.9843,8.0,90.3,2
68.65,0.94,-3.08,-2.07,0.3728,0.1883,3.706,16.7,32.4,0
17.86,2.15,3.81,-3.94,1.4378,0.2468,5.4807,8.6,78.9,1
1.49,8.68,-3.35,1.88,1.6236,1.6143,3.8408,4.6,87.3,3
10.95,6.47,-9.68,4.98,0.9378,0.385,10.8863,7.1,79.6,2
40.81,-0.94,-4.68,-0.59,0.4476,0.1179,4.7191,23.5,45.0,0
63.86,0.34,-4.54,-3.68,0.3899,0.291,5.8438,23.9,40.6,0
24.08,1.18,0.97,-0.16,0.6255,0.0597,0.9786,22.0,33.9,0
25.63,0.84,-5.6,6.74,0.7471,0.5103,8.7615,10.0,64.1,1
73.84,1.35,0.86,-1.55,0.2583,0.0779,1.7694,22.7,37.9,0
22.55,1.76,3.74,-0.71,0.7327,0.5033,3.8081,15.7,58.6,1
24.97,2.1,0.12,-1.94,1.1198,0.2263,1.9406,12.1,81.3,1
73.01,-0.91,-1.38,-1.02,0.3164,0.0555,1.714,17.0,61.0,0
65.02,1.17,-1.19,-5.17,0.3048,0.0783,5.3052,16.1,59.6,0
17.44,1.48,-22.61,-19.73,1.5981,0.9391,30.0072,9.1,58.9,3
18.4,3.56,0.78,2.67,0.4676,0.3872,2.7812,14.9,81.1,1
23.43,3.27,-1.35,3.16,0.6657,0.4847,3.4384,11.0,56.9,1
23.97,3.31,-4.25,-3.95,1.1716,0.5067,5.8021,14.7,66.3,1
22.78,1.22,4.54,-4.73,0.168,0.2017,6.5626,6.5,81.5,1
1.27,20.67,7.01,0.27,2.6447,0.4823,7.0183,3.1,91.8,3
27.51,3.75,-7.71,-0.51,0.7991,0.546,7.7264,17.9,56.0,1
66.66,0.67,3.19,0.42,0.812,0.208,3.2193,23.5,38.9,0
18.89,1.16,-1.25,-2.24,1.0216,0.5719,2.5675,6.9,71.6,1
7.43,11.11,-2.67,-1.73,2.5526,1.0166,3.186,1.1,90.4,3
26.45,2.16,-5.04,-0.54,0.6249,0.5167,5.068,14.2,69.3,1
20.32,1.0,1.84,0.33,1.1032,0.5694,1.8724,7.2,71.4,1
24.06,0.73,-1.27,-1.85,0.8002,0.1149,2.246,21.1,56.3,0
29.28,-0.61,0.45,-3.49,0.4958,0.2548,3.5214,22.9,57.3,0
11.46,4.57,-14.93,0.87,0.8104,0.4145,14.9553,8.0,73.3,2
7.41,8.13,14.2,0.39,2.0243,0.1735,14.2046,4.3,96.4,3
2.82,8.23,-1.42,1.17,2.0636,0.7415,1.8398,2.7,86.7,3
34.1,0.77,2.91,-1.0,0.3154,0.18,3.0826,15.6,45.8,0
10.06,0.95,3.88,2.14,0.5674,0.8003,4.432,11.0,74.7,1
57.35,-0.37,-4.75,1.01,0.1138,0.124,4.8579,19.1,32.8,0
37.58,1.03,2.05,2.0,0.5391,0.1034,2.8667,17.6,63.5,0
11.17,0.84,0.46,-5.52,0.6875,0.3531,5.5428,6.9,81.4,1
35.2,0.01,-27.79,16.81,2.6412,1.6194,32.4769,14.0,51.5,3
72.05,0.63,1.77,0.43,0.3926,0.3387,1.8166,17.3,57.9,0
14.86,3.48,3.64,0.8,0.4522,0.496,3.7282,14.2,57.4,1
23.77,3.62,3.9,8.74,1.0069,0.2552,9.5703,7.9,79.9,1
27.89,0.8,8.37,4.98,1.3244,0.2471,9.7433,14.8,67.7,1
27.63,1.49,-1.18,0.19,0.5837,0.1723,1.1949,21.2,45.3,0
3.73,16.63,5.83,-0.9,1.5786,1.5124,5.8979,5.6,95.2,3
19.68,1.36,-5.11,12.59,0.7152,1.5966,13.5847,5.6,82.4,1
5.15,15.38,0.19,-5.23,1.5094,1.2585,5.2317,3.0,88.4,3
53.68,-0.14,1.91,5.59,0.2764,0.1962,5.9024,16.7,42.3,0
2.95,18.18,-6.13,-0.28,3.0072,0.5911,6.1394,3.7,95.0,3
21.39,2.84,-0.53,-0.15,1.3861,0.623,0.5531,16.1,67.2,1
44.2,0.95,-2.16,-0.42,0.5361,0.0936,2.199,21.3,51.1,0
28.09,-0.87,-0.14,2.72,0.2968,0.1275,2.7267,15.7,45.9,0
61.27,-0.39,1.47,1.1,0.1117,0.2407,1.8383,21.3,46.7,0
54.16,0.18,2.02,1.04,0.6385,0.2211,2.2743,16.6,42.9,0
61.68,-0.31,-3.01,-0.41,0.4827,0.3125,3.0332,19.8,54.1,0
12.88,2.43,0.03,5.9,1.035,0.4022,5.897,9.9,66.8,1
23.08,1.07,3.52,5.27,0.8227,0.3133,6.3349,7.6,72.0,1
7.96,4.14,-0.76,8.04,0.8338,0.7522,8.0786,3.2,75.8,2
6.23,3.81,-0.68,10.81,0.7942,0.9875,10.8359,6.5,83.7,2
2.53,7.64,-1.52,4.8,3.106,1.3608,5.0332,1.3,91.6,3
47.74,-0.77,-3.5,0.61,0.436,0.241,3.5564,22.7,37.0,0
49.67,1.33,-0.16,-2.64,0.5191,0.1903,2.6433,20.4,55.7,0
79.95,1.2,-0.35,0.3,0.3479,0.0818,0.4612,19.0,59.4,0
4.58,10.61,1.1,-11.25,2.434,0.8668,11.3083,7.1,87.0,2
8.72,6.13,-7.58,-14.23,1.4555,0.7122,16.1272,4.5,77.7,2
10.05,7.98,-5.55,3.35,0.8532,1.1097,6.4844,6.3,79.3,2
10.21,2.03,5.84,-4.56,0.8534,0.9473,7.414,11.9,67.7,1
44.45,-0.42,1.49,-1.04,0.4499,0.1531,1.82,19.1,32.9,0
14.76,3.03,-9.07,-0.29,1.039,1.2323,9.0757,4.6,84.4,2
25.64,1.42,4.63,0.5,0.634,0.21,4.656,7.8,65.6,1
77.31,0.37,0.4,2.29,0.3384,0.04,2.3218,24.6,32.3,0
24.71,2.16,-2.5,-3.46,0.5429,0.614,4.2645,11.7,55.5,1
